path,label
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse007_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse007_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse007_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse007_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse007_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse007_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse008_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse009_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse010_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse011_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse012_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse013_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse014_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse015_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse016_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse017_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse018_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse019_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse020_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse021_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse022_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_2.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_3.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_4.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_5.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_6.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_7.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_8.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse023_x264_emb_9.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse024_x264_emb_0.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse024_x264_emb_1.npy,Abuse
/root/autodl-tmp/TrCLIP-VAD/data/caption/UCF_Caption_Features/Abuse024_x264_emb_2.npy,Abuse
